MSA Code,MSA Title,State FIPS Code,State Name,PUMA Code,PUMA Name,MSA 2010 Population,PUMA 2010 Population,Intersection 2010 Population,Percent MSA Population,Percent PUMA Population
30780,"Little Rock-North Little Rock-Conway, AR",05,Arkansas,01300,"Pope, Johnson, Yell, Conway & Perry Counties PUMA","699,757","141,197","10,445",1.49,7.40
30780,"Little Rock-North Little Rock-Conway, AR",05,Arkansas,01700,"Jefferson, Grant & Arkansas (Northwest) Counties PUMA","699,757","106,729","17,853",2.55,16.73
30860,"Logan, UT-ID",16,Idaho,01300,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation PUMA","125,442","123,507","12,786",10.19,10.35
30860,"Logan, UT-ID",49,Utah,05001,"Cache, Summit, Morgan & Rich Counties PUMA","125,442","160,713","112,656",89.81,70.10
30980,"Longview, TX",48,Texas,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA","214,369","115,486","39,309",18.34,34.04
30980,"Longview, TX",48,Texas,01600,East Texas COG (Central)--Gregg County--Longview City PUMA,"214,369","121,730","121,730",56.79,100.00
30980,"Longview, TX",48,Texas,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA","214,369","127,971","53,330",24.88,41.67
31020,"Longview, WA",53,Washington,11200,"Cowlitz, Pacific & Wahkiakum Counties PUMA","102,410","127,308","102,410",100.00,80.44
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03701,Los Angeles County (North/Unincorporated)--Castaic PUMA,"12,828,837","139,801","139,801",1.09,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03702,Los Angeles County (Northwest)--Santa Clarita City PUMA,"12,828,837","188,102","188,102",1.47,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03703,Los Angeles County (North Central)--Lancaster City PUMA,"12,828,837","163,632","163,632",1.28,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03704,Los Angeles County (North Central)--Palmdale City PUMA,"12,828,837","164,268","164,268",1.28,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03705,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch) PUMA,"12,828,837","166,932","166,932",1.30,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03706,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA,"12,828,837","136,414","136,414",1.06,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03707,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA,"12,828,837","150,967","150,967",1.18,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03708,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA","12,828,837","136,833","136,833",1.07,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03709,Los Angeles County (Central)--San Gabriel Valley Region (North) PUMA,"12,828,837","110,202","110,202",0.86,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03710,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities PUMA","12,828,837","174,037","174,037",1.36,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03711,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities PUMA","12,828,837","163,941","163,941",1.28,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03712,Los Angeles County (East Central)--Pomona City PUMA,"12,828,837","146,895","146,895",1.15,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03713,Los Angeles County (East Central)--Covina & Walnut Cities PUMA,"12,828,837","109,666","109,666",0.85,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03714,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA","12,828,837","109,128","109,128",0.85,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03715,Los Angeles County (East Central)--West Covina City PUMA,"12,828,837","120,111","120,111",0.94,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03716,Los Angeles County (East Central)--La Puente & Industry Cities PUMA,"12,828,837","110,351","110,351",0.86,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03717,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities PUMA","12,828,837","189,098","189,098",1.47,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03718,Los Angeles County (Central)--Pasadena City PUMA,"12,828,837","135,128","135,128",1.05,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03719,Los Angeles County (Central)--Glendale City PUMA,"12,828,837","190,790","190,790",1.49,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03720,Los Angeles County (Central)--Burbank City PUMA,"12,828,837","118,143","118,143",0.92,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03721,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA,"12,828,837","133,453","133,453",1.04,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03722,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA,"12,828,837","159,310","159,310",1.24,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03723,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA,"12,828,837","141,253","141,253",1.10,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03724,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA,"12,828,837","167,320","167,320",1.30,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03725,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA","12,828,837","168,469","168,469",1.31,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03726,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities PUMA","12,828,837","101,503","101,503",0.79,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03727,Los Angeles County (Central)--LA City (Central/Pacific Palisades) PUMA,"12,828,837","151,268","151,268",1.18,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03728,Los Angeles County (Southwest)--Santa Monica City PUMA,"12,828,837","102,511","102,511",0.80,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03729,Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles) PUMA,"12,828,837","195,763","195,763",1.53,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03730,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire) PUMA,"12,828,837","164,376","164,376",1.28,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03731,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities PUMA,"12,828,837","108,399","108,399",0.84,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03732,Los Angeles County (Central)--LA City (East Central/Hollywood) PUMA,"12,828,837","176,714","176,714",1.38,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03733,Los Angeles County (Central)--LA City (Central/Koreatown) PUMA,"12,828,837","112,679","112,679",0.88,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03734,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake) PUMA","12,828,837","195,576","195,576",1.52,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03735,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park) PUMA","12,828,837","193,764","193,764",1.51,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03736,Los Angeles County (Central)--Alhambra & South Pasadena Cities PUMA,"12,828,837","114,737","114,737",0.89,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03737,Los Angeles County (Central)--Monterey Park & Rosemead Cities PUMA,"12,828,837","128,448","128,448",1.00,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03738,Los Angeles County (Central)--El Monte & South El Monte Cities PUMA,"12,828,837","131,401","131,401",1.02,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03739,Los Angeles County (Southeast)--Whittier City & Hacienda Heights PUMA,"12,828,837","166,483","166,483",1.30,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03740,Los Angeles County (Central)--Pico Rivera & Montebello Cities PUMA,"12,828,837","128,628","128,628",1.00,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03741,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA","12,828,837","143,492","143,492",1.12,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03742,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUMA","12,828,837","131,781","131,781",1.03,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03743,Los Angeles County (Central)--East Los Angeles PUMA,"12,828,837","124,007","124,007",0.97,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03744,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUMA,"12,828,837","170,583","170,583",1.33,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03745,Los Angeles County (Central)--LA City (Southeast/East Vernon) PUMA,"12,828,837","122,254","122,254",0.95,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03746,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park) PUMA,"12,828,837","109,831","109,831",0.86,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03747,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills) PUMA,"12,828,837","158,277","158,277",1.23,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03748,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities PUMA,"12,828,837","177,765","177,765",1.39,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03749,Los Angeles County (Central)--Inglewood City PUMA,"12,828,837","113,695","113,695",0.89,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03750,Los Angeles County (South Central)--LA City (South Central/Westmont) PUMA,"12,828,837","172,913","172,913",1.35,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03751,Los Angeles County (South Central)--LA City (South Central/Watts) PUMA,"12,828,837","148,133","148,133",1.15,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03752,Los Angeles County (South)--South Gate & Lynwood Cities PUMA,"12,828,837","171,357","171,357",1.34,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03753,Los Angeles County (South)--Downey City PUMA,"12,828,837","110,238","110,238",0.86,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03754,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities PUMA,"12,828,837","136,000","136,000",1.06,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03755,Los Angeles County (Southeast)--Norwalk City PUMA,"12,828,837","121,204","121,204",0.94,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03756,Los Angeles County (Southeast)--Bellflower & Paramount Cities PUMA,"12,828,837","117,361","117,361",0.91,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03757,Los Angeles County (South Central)--Compton City & West Rancho Dominguez PUMA,"12,828,837","156,629","156,629",1.22,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03758,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens PUMA","12,828,837","153,930","153,930",1.20,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03759,Los Angeles County (South Central)--Hawthorne City PUMA,"12,828,837","112,990","112,990",0.88,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities PUMA","12,828,837","138,043","138,043",1.08,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03761,Los Angeles County (South Central)--Torrance City PUMA,"12,828,837","125,349","125,349",0.98,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03762,Los Angeles County (South Central)--Carson City PUMA,"12,828,837","112,822","112,822",0.88,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03763,Los Angeles County (South Central)--Long Beach City (North) PUMA,"12,828,837","142,620","142,620",1.11,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUMA","12,828,837","159,116","159,116",1.24,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03765,Los Angeles County (Southeast)--Long Beach City (East) PUMA,"12,828,837","130,093","130,093",1.01,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03766,Los Angeles County (South)--Long Beach City (Southwest & Port) PUMA,"12,828,837","102,211","102,211",0.80,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03767,Los Angeles County (South)--LA City (South/San Pedro) PUMA,"12,828,837","177,298","177,298",1.38,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03768,Los Angeles County (Southwest)--Palos Verdes Peninsula PUMA,"12,828,837","111,454","111,454",0.87,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,03769,Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities PUMA,"12,828,837","100,665","100,665",0.78,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities PUMA","12,828,837","177,692","177,692",1.39,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05902,Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities PUMA,"12,828,837","105,909","105,909",0.83,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05903,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities PUMA","12,828,837","198,777","198,777",1.55,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05904,Orange County (Central)--Irvine City (Central) PUMA,"12,828,837","200,200","200,200",1.56,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05905,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado PUMA","12,828,837","197,457","197,457",1.54,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities PUMA","12,828,837","177,007","177,007",1.38,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05907,Orange County (North Central)--Fullerton & Placentia Cities PUMA,"12,828,837","189,619","189,619",1.48,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA","12,828,837","177,943","177,943",1.39,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05909,Orange County (North Central)--Anaheim City (West) PUMA,"12,828,837","146,177","146,177",1.14,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05910,Orange County (North Central)--Anaheim City (East) PUMA,"12,828,837","190,565","190,565",1.49,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05911,Orange County (Central)--Orange & Villa Park Cities PUMA,"12,828,837","137,924","137,924",1.08,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05912,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities PUMA","12,828,837","166,905","166,905",1.30,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05913,Orange County (Northwest)--Garden Grove City (East) PUMA,"12,828,837","159,887","159,887",1.25,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05914,Orange County (Northwest)--Huntington Beach City PUMA,"12,828,837","190,243","190,243",1.48,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05915,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch PUMA,"12,828,837","100,044","100,044",0.78,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05916,Orange County (Central)--Santa Ana City (West) PUMA,"12,828,837","151,620","151,620",1.18,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05917,Orange County (Central)--Santa Ana City (East) PUMA,"12,828,837","164,806","164,806",1.28,100.00
31080,"Los Angeles-Long Beach-Anaheim, CA",06,California,05918,Orange County (Central)--Costa Mesa & Fountain Valley Cities PUMA,"12,828,837","177,457","177,457",1.38,100.00
31140,"Louisville/Jefferson County, KY-IN",18,Indiana,03000,"Jefferson, Jennings, Decatur & Scott Counties PUMA","1,235,708","110,874","24,181",1.96,21.81
31140,"Louisville/Jefferson County, KY-IN",18,Indiana,03500,"Floyd, Harrison & Washington Counties PUMA","1,235,708","142,204","142,204",11.51,100.00
31140,"Louisville/Jefferson County, KY-IN",18,Indiana,03600,Clark County--Jeffersonville City PUMA,"1,235,708","110,232","110,232",8.92,100.00
31140,"Louisville/Jefferson County, KY-IN",21,Kentucky,01600,KIPDA Area Development District (Southeast) PUMA,"1,235,708","107,074","107,074",8.66,100.00
31140,"Louisville/Jefferson County, KY-IN",21,Kentucky,01701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest) PUMA,"1,235,708","124,516","124,516",10.08,100.00
31140,"Louisville/Jefferson County, KY-IN",21,Kentucky,01702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central) PUMA,"1,235,708","115,136","115,136",9.32,100.00
31140,"Louisville/Jefferson County, KY-IN",21,Kentucky,01703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA,"1,235,708","106,120","106,120",8.59,100.00
31140,"Louisville/Jefferson County, KY-IN",21,Kentucky,01704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast) PUMA,"1,235,708","127,433","127,433",10.31,100.00
31140,"Louisville/Jefferson County, KY-IN",21,Kentucky,01705,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central) PUMA,"1,235,708","122,467","122,467",9.91,100.00
31140,"Louisville/Jefferson County, KY-IN",21,Kentucky,01706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA,"1,235,708","145,424","145,424",11.77,100.00
31140,"Louisville/Jefferson County, KY-IN",21,Kentucky,01800,KIPDA Area Development District (Northeast) PUMA,"1,235,708","110,921","110,921",8.98,100.00
31180,"Lubbock, TX",48,Texas,00400,South Plains Association of Governments (Outside Lubbock County) PUMA,"290,805","132,828","11,974",4.12,9.01
31180,"Lubbock, TX",48,Texas,00501,South Plains Association of Governments--Lubbock County--Lubbock City (Central) PUMA,"290,805","112,013","112,013",38.52,100.00
31180,"Lubbock, TX",48,Texas,00502,South Plains Association of Governments--Lubbock County--Lubbock City (Outer) PUMA,"290,805","166,818","166,818",57.36,100.00
31340,"Lynchburg, VA",51,Virginia,51095,"Virginia's Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUMA","252,634","122,224","122,224",48.38,100.00
31340,"Lynchburg, VA",51,Virginia,51096,Virginia's Region 2000 (South)--Campbell County & Lynchburg City PUMA,"252,634","130,410","130,410",51.62,100.00
31420,"Macon, GA",13,Georgia,01400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA,"232,293","155,547","155,547",66.96,100.00
31420,"Macon, GA",13,Georgia,01600,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA,"232,293","180,942","76,746",33.04,42.41
31460,"Madera, CA",06,California,03900,Madera County--Madera City PUMA,"150,865","150,865","150,865",100.00,100.00
31540,"Madison, WI",55,Wisconsin,00101,Madison City (Central) PUMA,"605,435","111,829","111,829",18.47,100.00
31540,"Madison, WI",55,Wisconsin,00102,Dane County (East) PUMA,"605,435","183,890","183,890",30.37,100.00
31540,"Madison, WI",55,Wisconsin,00103,Dane County (West) PUMA,"605,435","192,354","192,354",31.77,100.00
31540,"Madison, WI",55,Wisconsin,00800,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA","605,435","146,594","60,529",10.00,41.29
31540,"Madison, WI",55,Wisconsin,01000,Sauk & Columbia Counties PUMA,"605,435","118,809","56,833",9.39,47.84
31700,"Manchester-Nashua, NH",33,New Hampshire,00600,Hillsborough County (Western) PUMA,"400,721","106,067","106,067",26.47,100.00
31700,"Manchester-Nashua, NH",33,New Hampshire,00700,Outer Manchester City PUMA,"400,721","151,697","52,960",13.22,34.91
31700,"Manchester-Nashua, NH",33,New Hampshire,00800,Manchester City PUMA,"400,721","109,565","109,565",27.34,100.00
31700,"Manchester-Nashua, NH",33,New Hampshire,00900,Hillsborough County (Southeastern)--Greater Nashua City PUMA,"400,721","132,129","132,129",32.97,100.00
31740,"Manhattan, KS",20,Kansas,00300,"Riley, Geary & Pottawatomie Counties--Manhattan City PUMA","92,719","127,081","92,719",100.00,72.96
31860,"Mankato-North Mankato, MN",27,Minnesota,02200,"Blue Earth, Nicollet & Waseca Counties--Mankato City PUMA","96,740","115,876","96,740",100.00,83.49
31900,"Mansfield, OH",39,Ohio,02200,Richland County PUMA,"124,475","124,475","124,475",100.00,100.00
32420,"Mayagüez, PR",72,Puerto Rico,00202,"Mayagüez, Hormigueros, Las Marías & Maricao Municipios--Carr 2 (Suroeste) PUMA","106,330","122,487","106,330",100.00,86.81
32580,"McAllen-Edinburg-Mission, TX",48,Texas,06801,Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA,"774,769","104,349","104,349",13.47,100.00
32580,"McAllen-Edinburg-Mission, TX",48,Texas,06802,Hidalgo County (East)--Alamo & Donna Cities PUMA,"774,769","103,965","103,965",13.42,100.00
32580,"McAllen-Edinburg-Mission, TX",48,Texas,06803,"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities PUMA","774,769","122,289","122,289",15.78,100.00
32580,"McAllen-Edinburg-Mission, TX",48,Texas,06804,Hidalgo County (North Central)--Edinburg City PUMA,"774,769","103,929","103,929",13.41,100.00
32580,"McAllen-Edinburg-Mission, TX",48,Texas,06805,Hidalgo County (Central)--McAllen City PUMA,"774,769","131,410","131,410",16.96,100.00
32580,"McAllen-Edinburg-Mission, TX",48,Texas,06806,Hidalgo County (Southwest)--Mission City PUMA,"774,769","103,225","103,225",13.32,100.00
32580,"McAllen-Edinburg-Mission, TX",48,Texas,06807,Hidalgo County (North & West) PUMA,"774,769","105,602","105,602",13.63,100.00
32780,"Medford, OR",41,Oregon,00901,Jackson County (Central)--Medford & Central Point Cities PUMA,"203,206","103,186","103,186",50.78,100.00
32780,"Medford, OR",41,Oregon,00902,Jackson County (Outside Medford & Central Point Cities)--Ashland City PUMA,"203,206","100,020","100,020",49.22,100.00
32820,"Memphis, TN-MS-AR",05,Arkansas,00600,"Crittenden, Mississippi & Craighead (East) Counties PUMA","1,324,829","107,095","50,902",3.84,47.53
32820,"Memphis, TN-MS-AR",28,Mississippi,00100,North Delta Region--DeSoto County--Southaven City PUMA,"1,324,829","161,252","161,252",12.17,100.00
32820,"Memphis, TN-MS-AR",28,Mississippi,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA","1,324,829","150,031","45,873",3.46,30.58
32820,"Memphis, TN-MS-AR",28,Mississippi,00300,"North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties PUMA","1,324,829","124,123","39,664",2.99,31.96
32820,"Memphis, TN-MS-AR",47,Tennessee,03100,"Tipton, Fayette & Lauderdale Counties PUMA","1,324,829","127,309","99,494",7.51,78.15
32820,"Memphis, TN-MS-AR",47,Tennessee,03201,Memphis City (Central Riverside) PUMA,"1,324,829","142,945","142,945",10.79,100.00
32820,"Memphis, TN-MS-AR",47,Tennessee,03202,Memphis City (Central Midtown) PUMA,"1,324,829","127,375","127,375",9.61,100.00
32820,"Memphis, TN-MS-AR",47,Tennessee,03203,Memphis (North) & Bartlett (Southwest) Cities PUMA,"1,324,829","114,408","114,408",8.64,100.00
32820,"Memphis, TN-MS-AR",47,Tennessee,03204,Shelby County (North)--Bartlett (North & East) & Millington Cities PUMA,"1,324,829","104,272","104,272",7.87,100.00
32820,"Memphis, TN-MS-AR",47,Tennessee,03205,"Memphis (East), Lakeland Cities & Arlington Town (South) PUMA","1,324,829","107,278","107,278",8.10,100.00
32820,"Memphis, TN-MS-AR",47,Tennessee,03206,Shelby County (Southeast)--Collierville Town & Germantown City PUMA,"1,324,829","121,467","121,467",9.17,100.00
32820,"Memphis, TN-MS-AR",47,Tennessee,03207,Memphis City (Southeast) PUMA,"1,324,829","106,526","106,526",8.04,100.00
32820,"Memphis, TN-MS-AR",47,Tennessee,03208,Memphis City (Southwest) PUMA,"1,324,829","103,373","103,373",7.80,100.00
32900,"Merced, CA",06,California,04701,Merced County (West & South)--Los Banos & Livingston Cities PUMA,"255,793","104,617","104,617",40.90,100.00
32900,"Merced, CA",06,California,04702,Merced County (Northeast)--Merced & Atwater Cities PUMA,"255,793","151,176","151,176",59.10,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01101,Broward County (West)--Coral Springs & Parkland Cities PUMA,"5,564,635","144,209","144,209",2.59,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01102,Broward County (North Central)--Margate & Coconut Creek Cities PUMA,"5,564,635","108,754","108,754",1.95,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA","5,564,635","101,332","101,332",1.82,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities PUMA,"5,564,635","117,990","117,990",2.12,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities PUMA","5,564,635","168,134","168,134",3.02,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01106,Broward County (Central)--Plantation & Sunrise Cities PUMA,"5,564,635","165,230","165,230",2.97,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA,"5,564,635","100,306","100,306",1.80,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01108,Broward County (East Central)--Fort Lauderdale City (Central) PUMA,"5,564,635","138,155","138,155",2.48,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01109,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities PUMA,"5,564,635","101,245","101,245",1.82,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01110,Broward County (Central)--Davie Town & Cooper City PUMA,"5,564,635","112,759","112,759",2.03,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01111,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town PUMA","5,564,635","133,224","133,224",2.39,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01112,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA,"5,564,635","128,559","128,559",2.31,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA,"5,564,635","117,196","117,196",2.11,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,01114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities PUMA","5,564,635","110,973","110,973",1.99,100.00
